ratio_name,eligible_rows,non_finite_ratio_rows,max_ratio,avg_ratio
amortized_cost_per_usage,20899458,0,48.742400951157116,0.11303513937388218
on_demand_cost_per_usage,20899458,0,48.742400951157116,0.11877089336573933
