commitment_per_hour,total_savings_dollars,total_unused_commitment_waste,total_consumed_commitment,total_paid_commitment,total_eligible_on_demand_cost,total_covered_on_demand_cost,effective_savings_rate,coverage_rate,average_utilization
7.274165535604372,14277.973635907494,0.0,16061.357502613819,16061.357502614454,95350.76545173008,30339.331138521924,0.14974157331894214,0.3181865504150647,0.9999999999999605
7.338090526568909,14398.036193783066,0.0,16202.50388266453,16202.50388266415,95350.76545173008,30600.540076447243,0.15100074053492374,0.3209260033883872,1.0000000000000235
7.404816901249999,14523.206127693233,0.0,16349.835717959519,16349.835717959999,95350.76545173008,30873.04184565331,0.15231347183096702,0.32378389097759613,0.9999999999999706
7.466615176353845,14638.992604979901,0.0,16486.286309389605,16486.286309389292,95350.76545173008,31125.278914369235,0.15352779325500723,0.32642925064011097,1.0000000000000189
7.524462671823117,14747.219807963262,0.0,16614.013579385468,16614.013579385442,95350.76545173008,31361.23338734876,0.15466283608838802,0.32890384506902487,1.0000000000000016
7.5888077196191315,14867.366588372897,0.0,16756.0874449197,16756.08744491904,95350.76545173008,31623.45403329193,0.15592288659601042,0.3316539084240581,1.0000000000000393
7.660997708511062,15001.799839736468,0.0,16915.482940392983,16915.482940392427,95350.76545173008,31917.282780128848,0.157332767793363,0.3347354646700398,1.0000000000000329
7.735486200409793,15140.086523602773,0.0,17079.953530505343,17079.953530504823,95350.76545173008,32220.040054107583,0.158783062221637,0.33791065967287387,1.0000000000000304
7.809515415113441,15277.0817640975,0.0,17243.410036571087,17243.410036570476,95350.76545173008,32520.49180066798,0.16021981251772224,0.3410616752429848,1.0000000000000355
7.8889037623927205,15423.598993156565,0.0,17418.699507362613,17418.699507363126,95350.76545173008,32842.29850051968,0.16175642555239406,0.3444366528672034,0.9999999999999706
7.964222366667336,15562.193939196035,0.0,17585.00298560084,17585.002985601477,95350.76545173008,33147.19692479748,0.1632099529088119,0.34763430338247003,0.9999999999999638
8.032710877100177,15687.769157722809,0.0,17736.22561663692,17736.22561663719,95350.76545173008,33423.994774360035,0.16452693466487703,0.35053724651303864,0.9999999999999846
8.103225403668766,15816.5708747023,0.0,17891.921691301093,17891.921691300635,95350.76545173008,33708.49256600295,0.1658777546228426,0.35352094350063057,1.0000000000000255
8.179491990403868,15955.375854460724,0.0,18060.318314811775,18060.31831481174,95350.76545173008,34015.694169272494,0.16733348472737639,0.3567427488192786,1.000000000000002
8.25568998920808,16093.565583593474,0.0,18228.563496171086,18228.56349617144,95350.76545173008,34322.129079764985,0.1687827623338861,0.35995651337628803,0.9999999999999807
8.331024886382231,16229.642268825392,0.0,18394.902949131203,18394.902949131967,95350.76545173008,34624.545217957304,0.17020987919642247,0.36312813068590905,0.9999999999999585
8.403749135982869,16360.462767169414,0.0,18555.478092250174,18555.478092250174,95350.76545173008,34915.94085941959,0.17158187131126554,0.36618416951351346,1.0
8.48359670341192,16503.53284331826,0.0,18731.78152113421,18731.78152113352,95350.76545173008,35235.3143644518,0.17308233200993994,0.36953362878129337,1.0000000000000369
8.569224345126717,16656.419884163697,0.0,18920.847354039786,18920.84735403979,95350.76545173008,35577.26723820351,0.17468574903675801,0.3731198912735942,0.9999999999999998
8.607772020728445,16725.017916101275,0.0,19005.96062176868,19005.96062176841,95350.76545173008,35730.97853786974,0.17540517726171867,0.3747319527912759,1.0000000000000144
8.67227222993742,16839.482902523137,0.0,19148.377083702795,19148.377083701824,95350.76545173008,35987.859986224954,0.17660563942769686,0.3774260208161966,1.0000000000000506
8.749102120123116,16975.242275174773,0.0,19318.017481232957,19318.01748123184,95350.76545173008,36293.25975640663,0.17802942844510503,0.3806289292431486,1.0000000000000577
8.836418381075566,17128.816091262222,0.0,19510.811785415208,19510.811785414848,95350.76545173008,36639.627876677085,0.17964004809099757,0.38426149704299284,1.0000000000000184
8.97058035885516,17363.42156229048,0.0,19807.041432351845,19807.041432352195,95350.76545173008,37170.46299464268,0.1821004947367775,0.3898286795973303,0.9999999999999823
9.133909355555284,17646.84949880405,0.0,20167.671857066456,20167.671857066067,95350.76545173008,37814.52135587007,0.18507297151943167,0.396583301421037,1.0000000000000193
9.315287281427711,17959.791998523768,0.0,20568.15431739292,20568.154317392386,95350.76545173008,38527.94631591618,0.18835498502228226,0.4040654118861834,1.000000000000026
9.396824276242228,18099.919722002447,0.0,20748.188001942603,20748.18800194284,95350.76545173008,38848.10772394534,0.18982458752431583,0.4074231343597511,0.9999999999999886
9.556549872428503,18373.662124229875,0.0,21100.86211832154,21100.862118322137,95350.76545173008,39474.524242552,0.19269548636745104,0.41399273572203665,0.9999999999999717
9.702811705301714,18623.901006281856,0.0,21423.808245305707,21423.808245306187,95350.76545173008,40047.709251588065,0.19531988986192178,0.42000406668850104,0.9999999999999776
9.860668887557006,18893.608501520142,0.0,21772.356903724947,21772.35690372587,95350.76545173008,40665.96540524592,0.19814847224362087,0.42648808546620914,0.9999999999999576
10.038757648337832,19197.184559060996,0.0,22165.57688752913,22165.576887529933,95350.76545173008,41362.76144659093,0.20133225431503524,0.4337957986035279,0.9999999999999637
10.226081349120346,19515.386846709956,0.0,22579.1876188577,22579.187618857723,95350.76545173008,42094.57446556764,0.20466943033183443,0.4414707555428844,0.999999999999999
10.459596756953273,19910.28667584172,0.0,23094.7896393536,23094.789639352828,95350.76545173008,43005.07631519445,0.20881097893148018,0.45101972817370967,1.0000000000000333
10.72075385153386,20349.55583945446,0.0,23671.42450418586,23671.424504186765,95350.76545173008,44020.98034364129,0.2134178550433989,0.4616741159348769,0.9999999999999617
10.931581924450999,20702.912022590357,0.0,24136.932889188138,24136.932889187807,95350.76545173008,44839.844911778186,0.21712371080094686,0.4702620340733153,1.0000000000000138
11.077916011116997,20947.76925256231,0.0,24460.038552546215,24460.038552546328,95350.76545173008,45407.80780510868,0.2196916737198802,0.47621859761677227,0.9999999999999953
